id,name,year,users_rated,avg_rating,geek_rating,weight,owned,fans,views,plays,plays_month,min_players,max_players,min_players_recomended,max_players_recomended,min_players_best,max_players_best,min_playtime,max_playtime,awards,expansions,min_age,link,description,price_euro
224517,Brass: Birmingham,2018,41813,8.60725,8.42183,3.891,57802,4196,3836310,109572,1408,2,4,2,4,3,4,60,120,20,0,14,/boardgame/224517/brass-birmingham,"Build networks, grow industries, and navigate the world of the Industrial Revolution.",91.63
161936,Pandemic Legacy: Season 1,2015,51888,8.53252,8.38653,2.8333,80463,3567,4042157,277080,1011,2,4,2,4,4,4,60,60,30,0,13,/boardgame/161936/pandemic-legacy-season-1,Mutating diseases are spreading around the world - can your team save humanity?,60.89
174430,Gloomhaven,2017,60179,8.60779,8.37347,3.8993,93956,9588,12637821,494649,1991,1,4,1,4,3,3,60,120,30,17,14,/boardgame/174430/gloomhaven,Vanquish monsters with strategic cardplay. Fulfill your quest to leave your legacy!,
342942,Ark Nova,2021,36732,8.5334,8.3192,3.7353,53762,4181,3992083,236073,12711,1,4,1,3,2,2,90,150,28,2,14,/boardgame/342942/ark-nova,"Plan and build a modern, scientifically managed zoo to support conservation projects.",47.49
233078,Twilight Imperium: Fourth Edition,2017,22065,8.61019,8.24061,4.31,27153,2697,3471916,37020,554,3,6,3,6,6,6,240,480,2,4,14,/boardgame/233078/twilight-imperium-fourth-edition,"Build an intergalactic empire through trade, research, conquest and grand politics.",208.0
167791,Terraforming Mars,2016,93846,8.36745,8.22246,3.2591,129915,9232,8206322,576488,4200,1,5,1,4,3,3,120,120,40,39,12,/boardgame/167791/terraforming-mars,Compete with rival CEOs to make Mars habitable and build your corporate empire.,
316554,Dune: Imperium,2020,39382,8.42325,8.20564,3.0334,55304,4162,3931738,133580,3650,1,4,1,4,3,4,60,120,26,8,14,/boardgame/316554/dune-imperium,"Influence, intrigue, and combat in the universe of Dune.",
291457,Gloomhaven: Jaws of the Lion,2020,31446,8.47288,8.19021,3.6331,69206,3120,2559319,154225,1496,1,4,1,4,2,2,30,120,20,4,14,/boardgame/291457/gloomhaven-jaws-lion,Vanquish monsters with strategic cardplay in a 25-scenario Gloomhaven campaign.,46.99
115746,War of the Ring: Second Edition,2011,20070,8.53405,8.17901,4.2117,33109,2556,3677924,32595,327,2,4,2,2,2,2,150,180,0,7,13,/boardgame/115746/war-ring-second-edition,The Fellowship and the Free Peoples clash with Sauron over the fate of Middle-Earth.,220.0
187645,Star Wars: Rebellion,2016,31027,8.41922,8.16951,3.7451,48305,3096,4303196,47476,255,2,4,2,2,2,2,180,240,17,1,14,/boardgame/187645/star-wars-rebellion,Strike from your hidden base as the Rebels—or find and destroy it as the Empire.,108.33
162886,Spirit Island,2017,47361,8.3508,8.14974,4.0628,70907,5371,5671861,271960,4038,1,4,1,4,2,2,90,120,16,18,13,/boardgame/162886/spirit-island,Island Spirits join forces using elemental powers to defend their home from invaders.,89.95
220308,Gaia Project,2017,25739,8.3942,8.12931,4.398,31766,2307,3230959,98998,913,1,4,1,4,3,4,60,150,14,1,12,/boardgame/220308/gaia-project,"Expand, research, upgrade, and settle the galaxy with one of 14 alien species.",55.99
12333,Twilight Struggle,2005,47598,8.25168,8.07681,3.6054,66440,4797,5615455,123525,393,2,2,2,2,2,2,120,180,13,10,13,/boardgame/12333/twilight-struggle,Relive the Cold War and rewrite history in an epic clash between the USA and USSR.,91.9
182028,Through the Ages: A New Story of Civilization,2015,30538,8.30404,8.0748,4.4356,35282,2138,3566806,123763,831,2,4,2,4,3,3,120,120,3,1,14,/boardgame/182028/through-ages-new-story-civilization,Rewrite history as you build up your civilization in this epic card drafting game!,62.34
193738,Great Western Trail,2016,39570,8.21401,8.05008,3.7062,44231,2247,3423705,137135,680,2,4,2,4,3,3,75,150,31,8,12,/boardgame/193738/great-western-trail,Use strategic outposts and navigate danger as you herd your cattle to Kansas City.,
84876,The Castles of Burgundy,2011,59714,8.13291,8.00799,2.9863,75456,3556,4081967,319926,3077,2,4,2,4,2,2,30,90,14,14,12,/boardgame/84876/castles-burgundy,"Plan, trade, and build your Burgundian estate to prosperity and prominence.",
169786,Scythe,2016,79649,8.15877,8.00609,3.4428,108256,8458,7624350,282597,1684,1,5,1,5,4,4,90,115,33,16,14,/boardgame/169786/scythe,"Five factions vie for dominance in a war-torn, mech-filled, dieselpunk 1920s Europe.",78.92
173346,7 Wonders Duel,2015,89124,8.0964,7.97233,2.2272,146409,4728,3057289,463780,4672,2,2,2,2,2,2,30,30,24,7,10,/boardgame/173346/7-wonders-duel,Science? Military? What will you draft to win this head-to-head version of 7 Wonders?,22.8
246900,Eclipse: Second Dawn for the Galaxy,2020,12018,8.48291,7.96908,3.6618,16499,1618,2195801,21893,421,2,6,2,6,4,4,60,200,4,13,14,/boardgame/246900/eclipse-second-dawn-galaxy,"Build an interstellar civilization by exploration, research, conquest, and diplomacy.",
28720,Brass: Lancashire,2007,24139,8.18986,7.96339,3.8577,31318,1922,2642491,72656,267,2,4,2,4,4,4,60,120,7,2,14,/boardgame/28720/brass-lancashire,Test your economic mettle as you build and network in the Industrial Revolution.,99.99
167355,Nemesis,2018,28201,8.28236,7.95901,3.4527,38802,4112,3604849,63879,871,1,5,1,5,4,5,90,180,11,15,12,/boardgame/167355/nemesis,"Survive an alien-infested spaceship, but beware of other players and their agendas!",
124361,Concordia,2013,38807,8.09809,7.94878,2.9942,44507,2059,2872885,126117,826,2,5,2,5,4,4,100,100,11,9,13,/boardgame/124361/concordia,Merchants in the Roman Empire compete to amass the greatest amount of wealth.,32.99
177736,A Feast for Odin,2016,26821,8.17737,7.94838,3.8624,34630,1939,2811888,96793,932,1,4,1,4,3,3,30,120,9,5,12,/boardgame/177736/feast-odin,"Puzzle together the life of a Viking village as you hunt, farm, craft, and explore.",69.99
266507,Clank! Legacy: Acquisitions Incorporated,2019,8683,8.55888,7.94799,2.7109,15748,771,974214,50338,583,2,4,2,4,4,4,90,120,3,9,13,/boardgame/266507/clank-legacy-acquisitions-incorporated,"""Go forth, be bold, and ACQUIRE!"" in this campaign version of ""Clank!""",32.05
266192,Wingspan,2019,85437,8.06442,7.91588,2.4572,132048,7265,4177362,571683,7438,1,5,1,4,3,3,40,70,42,5,10,/boardgame/266192/wingspan,Attract a beautiful and diverse collection of birds to your wildlife preserve.,64.73
120677,Terra Mystica,2012,46834,8.07513,7.91171,3.973,50904,3758,4841160,155678,528,2,5,2,5,4,4,60,150,29,7,12,/boardgame/120677/terra-mystica,Play fantastical factions.  Expand your influence by terraforming and joining cults.,47.99
205637,Arkham Horror: The Card Game,2016,41301,8.13537,7.90584,3.5294,72722,5091,7754376,283616,2499,1,2,1,2,2,2,60,120,15,104,14,/boardgame/205637/arkham-horror-card-game,Investigate the horrors of Arkham while courting cosmic doom.,58.12
312484,Lost Ruins of Arnak,2020,39224,8.0802,7.89448,2.9076,58801,3081,2919061,182779,4035,1,4,1,4,3,3,30,120,35,7,12,/boardgame/312484/lost-ruins-arnak,Explore an island to find resources and discover the lost ruins of Arnak.,46.0
237182,Root,2018,47067,8.07618,7.88425,3.7829,72157,5293,4843257,158435,1996,2,4,3,4,4,4,60,90,35,13,10,/boardgame/237182/root,Decide the fate of the forest as woodland factions fight for contrasting goals.,66.35
341169,Great Western Trail: Second Edition,2021,10450,8.37976,7.88243,3.7174,16206,776,753014,34468,945,1,4,1,4,3,3,75,150,0,3,12,/boardgame/341169/great-western-trail-second-edition,Wrangle your herd of cows across the Midwest prairie and deliver it to Kansas City.,52.55
164928,Orléans,2014,30072,8.06265,7.87649,3.0256,37159,1608,2232604,92795,647,2,5,2,4,4,4,90,90,18,27,12,/boardgame/164928/orleans,"Craftsmen, scholars & monks can help you reign supreme—but who will turn up to help?",59.95
199792,Everdell,2018,49445,8.04148,7.8583,2.8108,73986,5054,3773183,192828,2414,1,4,1,4,3,3,40,80,21,14,13,/boardgame/199792/everdell,Gather resources to develop a harmonious village of woodland critters and structures.,75.37
96848,Mage Knight Board Game,2011,32583,8.08517,7.85759,4.3556,44664,4594,5131794,74483,179,1,4,1,3,1,2,60,240,12,4,14,/boardgame/96848/mage-knight-board-game,"Build your hero’s spells, abilities, and artifacts as you explore & conquer cities.",135.9
183394,Viticulture Essential Edition,2015,46221,8.00098,7.85061,2.89,64430,2651,2255444,158380,1256,1,6,1,5,3,4,45,90,1,8,13,/boardgame/183394/viticulture-essential-edition,Create the most prosperous winery in Italy from the Tuscan vineyard you've inherited.,54.38
251247,Barrage,2019,16186,8.18012,7.84985,4.0983,20049,1348,1690833,49259,793,1,4,2,4,4,4,60,120,25,12,14,/boardgame/251247/barrage,Nations vie for hydroelectric dominance in a dystopia where water is power.,60.29
324856,The Crew: Mission Deep Sea,2021,14573,8.19322,7.84764,2.046,29932,736,630341,176597,3917,2,5,3,5,4,4,20,20,5,1,10,/boardgame/324856/crew-mission-deep-sea,Dive into the deep sea in this co-operative trick-taking game with variable missions.,11.78
192135,Too Many Bones,2017,11860,8.34913,7.83802,3.8512,17865,2763,2759845,55198,1419,1,4,1,4,3,3,60,120,4,34,12,/boardgame/192135/too-many-bones,Toss gobs of unique dice in an epic adventure en route to a final boss showdown.,
175914,Food Chain Magnate,2015,19483,8.06882,7.81008,4.1992,23877,1514,2472374,48499,413,2,5,2,5,3,4,120,240,12,1,14,/boardgame/175914/food-chain-magnate,Strategically hire and manage your workforce to outcompete rival fast food chains.,193.21
256960,Pax Pamir: Second Edition,2019,12510,8.22424,7.80149,3.8433,19059,1370,1655587,44464,1331,1,5,1,5,4,4,45,120,16,0,13,/boardgame/256960/pax-pamir-second-edition,"Swing the tides of ""The Great Game"" as countries vie for control of Afghanistan.",87.88
285774,Marvel Champions: The Card Game,2019,22016,8.12907,7.79886,2.9157,37268,2784,3942321,427300,7254,1,4,1,3,1,2,45,90,12,45,14,/boardgame/285774/marvel-champions-card-game,Battle Marvel villains with unique teams of iconic heroes in this LCG.,63.87
247763,Underwater Cities,2018,18239,8.0737,7.79073,3.5991,24096,1138,1506199,67535,761,1,4,1,3,2,2,80,150,15,8,12,/boardgame/247763/underwater-cities,"Develop future cities on the seafloor through politics, production, and science.",90.28
3076,Puerto Rico,2002,69914,7.92497,7.78759,3.2713,80467,4116,4351346,190864,459,3,5,2,5,4,4,90,150,19,8,12,/boardgame/3076/puerto-rico,"Ship goods, construct buildings, and choose roles that benefit you more than others.",
102794,Caverna: The Cave Farmers,2013,33858,7.95513,7.77482,3.7807,43200,2186,2880804,79549,360,1,7,1,5,4,4,30,210,14,8,12,/boardgame/102794/caverna-cave-farmers,"From a simple cave, expand your dwarven home through mining, agriculture, and more.",93.22
295770,Frosthaven,2022,5580,8.86366,7.77144,4.3354,14294,1861,2619256,44900,2402,1,4,1,4,3,3,30,120,1,5,14,/boardgame/295770/frosthaven,Adventure in the frozen north and build up your outpost throughout an epic campaign.,
170216,Blood Rage,2015,45308,7.93941,7.76764,2.8747,53952,3313,3673981,95588,615,2,4,3,4,4,4,60,90,19,10,14,/boardgame/170216/blood-rage,Ragnarök has come! Secure your place in Valhalla in epic Viking battles.,74.95
295947,Cascadia,2021,31646,7.96413,7.76434,1.8357,51939,2516,1720698,183905,5935,1,4,1,4,2,3,30,45,23,3,10,/boardgame/295947/cascadia,Create the most harmonious ecosystem as you puzzle together habitats and wildlife.,47.47
185343,Anachrony,2017,17629,8.08299,7.76094,4.0208,22331,2940,2111677,42737,477,1,4,1,4,3,3,30,120,9,10,15,/boardgame/185343/anachrony,Use Exosuits & time travel to ensure your vision for the future after the cataclysm.,
184267,On Mars,2020,11752,8.20743,7.76041,4.6744,18956,2524,1875090,29623,254,1,4,1,4,3,3,90,150,16,3,14,/boardgame/184267/mars,"Be a part of the first Martian colony, striving to be the best contributor.",149.0
31260,Agricola,2007,71425,7.88354,7.75971,3.6371,84093,6331,5474415,271514,555,1,5,1,5,3,4,30,150,36,31,12,/boardgame/31260/agricola,Build your farmstead by sowing fields and raising livestock. But don't forget to eat!,46.99
314040,Pandemic Legacy: Season 0,2020,6912,8.42138,7.73854,3.1471,15697,403,511012,51399,615,2,4,2,4,4,4,45,60,5,0,14,/boardgame/314040/pandemic-legacy-season-0,Work together during the Cold War to prevent a Soviet bio-threat.,55.34
284378,Kanban EV,2020,6776,8.43852,7.7382,4.3077,11984,1605,835702,16300,243,1,4,1,4,3,3,60,180,8,1,14,/boardgame/284378/kanban-ev,EV-factory workers optimize and innovate to stand out at the big board meeting.,
255984,Sleeping Gods,2021,10109,8.26647,7.7367,3.2314,24593,2336,2246422,31497,690,1,4,1,3,2,2,60,1200,17,6,13,/boardgame/255984/sleeping-gods,"Voyages of the steamship ""Manticore"" and her crew on the Wandering Sea.",97.39
221107,Pandemic Legacy: Season 2,2017,16310,8.04359,7.73452,3.2542,31221,708,1178850,116792,465,2,4,2,4,4,4,60,60,10,0,14,/boardgame/221107/pandemic-legacy-season-2,The world is a mystery after a devastating pandemic—where will your team go?,50.0
366013,Heat: Pedal to the Metal,2022,14759,8.10258,7.72997,2.1765,21115,1914,2039694,68165,6464,1,6,1,6,5,6,30,60,13,0,10,/boardgame/366013/heat-pedal-metal,Manage your race car's speed to keep from overheating.,71.12
205059,Mansions of Madness: Second Edition,2016,34852,7.95811,7.72441,2.6738,55377,3115,3576670,87368,579,1,5,1,5,3,4,120,180,9,10,14,/boardgame/205059/mansions-madness-second-edition,Unravel mysteries in Arkham with your investigative team in this app-guided game.,112.99
276025,Maracaibo,2019,15094,8.05401,7.7225,3.9038,21559,1120,1644884,52890,448,1,4,1,4,3,3,30,120,13,7,12,/boardgame/276025/maracaibo,Seafarers journey to obtain wealth and fame in the 17th century Caribbean.,66.99
161533,Lisboa,2017,10447,8.19499,7.72139,4.5918,15864,1115,1400916,25627,199,1,4,1,4,3,3,60,120,21,1,12,/boardgame/161533/lisboa,Compete to reconstruct the city of Lisboa after the great earthquake of 1755.,
126163,Tzolk'in: The Mayan Calendar,2012,38109,7.86604,7.71199,3.6682,44836,1916,2210309,114864,563,2,4,2,4,4,4,90,90,26,4,13,/boardgame/126163/tzolk-mayan-calendar,"Lead your people, build monuments and make offerings to earn the favour of the gods.",44.61
2651,Power Grid,2004,64036,7.81783,7.70875,3.256,78142,3525,3828498,149717,486,2,6,3,6,4,5,120,120,20,33,12,/boardgame/2651/power-grid,"Bid, network, and manage resources in a race to supply the most cities with power.",44.85
216132,Clans of Caledonia,2017,19774,7.94686,7.68955,3.4582,21425,1256,1732291,66957,361,1,4,1,4,4,4,30,120,14,1,12,/boardgame/216132/clans-caledonia,"Lead your unique Scottish clan to economic might via production, trade, and export.",66.7
244521,The Quacks of Quedlinburg,2018,45612,7.83319,7.68937,1.9463,69914,2252,2066249,218956,2592,2,4,2,4,4,4,45,45,25,6,10,/boardgame/244521/quacks-quedlinburg,"Pull ingredients from your stock to make your pot bubble, but hopefully not explode!",25.41
266810,Paladins of the West Kingdom,2019,16597,7.99318,7.68607,3.7202,27231,1259,1250170,48305,512,1,4,1,3,2,2,90,120,7,10,12,/boardgame/266810/paladins-west-kingdom,Invaders are coming from everywhere.  Keep the faith and defend your homeland.,54.54
35677,Le Havre,2008,30898,7.85076,7.6858,3.7235,35901,1872,2545670,81259,302,1,5,1,4,3,3,30,150,21,6,12,/boardgame/35677/le-havre,"Establish a supply chain by collecting resources, building industries, and shipping.",58.08
284083,The Crew: The Quest for Planet Nine,2019,38931,7.82994,7.68331,1.9602,74515,1417,1463909,526990,4032,2,5,3,5,4,4,20,20,37,2,10,/boardgame/284083/crew-quest-planet-nine,Go on many planet-discovering space missions in this cooperative trick-taking game.,10.99
164153,Star Wars: Imperial Assault,2014,24124,7.96989,7.68196,3.304,41394,3127,3975621,89755,324,1,5,2,5,2,2,60,120,13,53,14,/boardgame/164153/star-wars-imperial-assault,Play as Rebel or Imperial forces to fulfill mission objectives.,105.12
125153,The Gallerist,2015,13930,8.02932,7.68191,4.2555,19083,1158,1401162,32969,275,1,4,1,4,3,4,60,150,11,2,13,/boardgame/125153/gallerist,"Amass a fortune, and stake your reputation by operating a lucrative art gallery.",
182874,Grand Austria Hotel,2015,19511,7.93073,7.67245,3.2183,24406,1100,1399250,88655,771,2,4,2,3,2,2,60,120,6,4,12,/boardgame/182874/grand-austria-hotel,Serve guests and prepare rooms to be the best hotelier in the Viennese modern age.,58.08
209010,Mechs vs. Minions,2016,17067,7.97769,7.67145,2.4327,23791,1215,2097983,62366,219,2,4,2,4,4,4,60,120,14,0,14,/boardgame/209010/mechs-vs-minions,Cooperatively program and pilot your mechs to defeat an army of marauding minions.,
253344,Cthulhu: Death May Die,2019,10830,8.17198,7.66582,2.4349,19050,1595,1678349,40899,775,1,5,1,4,3,3,90,120,7,16,14,/boardgame/253344/cthulhu-death-may-die,Disrupt the ritual and slay the Elder Gods in this co-op dice chucker.,127.01
124742,Android: Netrunner,2012,29669,7.87867,7.66001,3.4033,45239,4184,4806193,336758,737,2,2,2,2,2,2,45,45,12,63,14,/boardgame/124742/android-netrunner,Megacorporation versus Netrunner in this futuristic cyberpunk game of cat and mouse.,
55690,Kingdom Death: Monster,2015,9361,8.50433,7.6594,4.2661,12454,3025,5407204,47906,286,1,4,1,4,4,4,60,180,6,122,17,/boardgame/55690/kingdom-death-monster,Try to survive in a nightmarish world that lies under eternal darkness.,
230802,Azul,2017,84264,7.75762,7.64709,1.7604,133451,4038,3062481,603243,7042,2,4,2,4,2,2,30,45,47,5,8,/boardgame/230802/azul,Artfully embellish the walls of your palace by drafting the most beautiful tiles.,44.52
200680,Agricola (Revised Edition),2016,16636,7.96043,7.63452,3.4655,22936,914,1032303,48159,668,1,4,1,4,3,4,30,120,0,17,12,/boardgame/200680/agricola-revised-edition,"Help your farm to prosper in this updated, streamlined edition of the acclaimed game.",46.99
28143,Race for the Galaxy,2007,54219,7.74575,7.63301,2.9903,67165,3861,3867411,677407,3029,2,4,2,4,2,2,30,60,16,9,12,/boardgame/28143/race-galaxy,"Worlds await! Colonize, develop and conquer, taking advantage of others' choices.",
231733,Obsession,2018,9389,8.16162,7.63238,3.1178,13603,1389,1411291,43003,1968,1,4,1,4,2,2,30,90,1,7,14,/boardgame/231733/obsession,"Renovate an estate, manage servants, and pursue romance in Victorian England.",
72125,Eclipse: New Dawn for the Galaxy,2011,28122,7.83851,7.62937,3.7033,27786,2980,3773341,53914,81,2,6,2,6,4,4,60,180,21,15,14,/boardgame/72125/eclipse-new-dawn-galaxy,"Build an interstellar civilization by exploration, research, conquest, and diplomacy.",
157354,Five Tribes,2014,40327,7.77621,7.62836,2.8516,52782,1927,2026579,116032,490,2,4,2,4,2,2,40,80,20,6,13,/boardgame/157354/five-tribes,"Move assassins, elders & builders through Naqala to claim oases & control djinns.",
191189,Aeon's End,2016,19360,7.91895,7.62654,2.8065,28005,1949,1934660,104268,834,1,4,1,4,2,2,60,60,8,25,14,/boardgame/191189/aeons-end,Mages must reach their full potential to defend humanity from terrible monstrosities.,
201808,Clank!: A Deck-Building Adventure,2016,40415,7.78549,7.62501,2.2248,53020,2215,2483316,141481,939,2,4,2,4,3,3,30,60,16,30,12,/boardgame/201808/clank-deck-building-adventure,Claim your treasures but don't attract the dragon in this deck-building dungeon race.,67.96
159675,Fields of Arle,2014,10523,8.03421,7.60873,3.855,15565,701,1272416,32262,122,1,2,1,2,2,2,60,120,7,67,13,/boardgame/159675/fields-arle,"Construct dikes, drain bogs, harvest flax and tend to newborn animals in East Frisia.",
25613,Through the Ages: A Story of Civilization,2006,19169,7.85269,7.60824,4.1753,18053,1497,2712886,72058,56,2,4,2,4,3,3,120,120,13,5,12,/boardgame/25613/through-ages-story-civilization,"Lead your civilization through strategic drafting of leaders, technologies, and more.",
229853,Teotihuacan: City of Gods,2018,19136,7.87475,7.60782,3.7794,25502,1176,1687124,68079,397,1,4,1,4,4,4,90,120,20,17,14,/boardgame/229853/teotihuacan-city-gods,Use your worker dice to raise the legendary and breathtaking Pyramid of the Sun.,69.95
317985,Beyond the Sun,2020,12974,7.95256,7.60253,3.1345,15530,808,1109346,48738,861,2,4,2,4,3,3,60,120,6,2,14,/boardgame/317985/beyond-sun,Collectively develop a tech tree to fuel new discoveries and colonize space.,74.35
110327,Lords of Waterdeep,2012,54190,7.73383,7.59564,2.4534,67661,3699,2638213,174112,611,2,5,2,5,3,4,60,120,11,3,12,/boardgame/110327/lords-waterdeep,Deploy agents and hire adventurers to expand your control over the city of Waterdeep.,44.65
171623,The Voyages of Marco Polo,2015,24309,7.793,7.58904,3.1848,26267,1120,1654534,91461,315,2,4,2,4,4,4,40,100,22,3,12,/boardgame/171623/voyages-marco-polo,"Using unique abilities, fulfill contracts and reach your goals along the Silk Road.",59.0
62219,Dominant Species,2010,20726,7.81971,7.58747,4.0407,22822,1446,2069968,34782,159,2,6,3,6,4,4,120,240,11,0,14,/boardgame/62219/dominant-species,"With an ice age approaching, which animals will best propagate, migrate, and adapt?",
121921,Robinson Crusoe: Adventures on the Cursed Island,2012,42209,7.75661,7.58682,3.8134,66686,3837,4413449,110788,409,1,4,1,4,1,2,60,120,9,46,14,/boardgame/121921/robinson-crusoe-adventures-cursed-island,Work together — with friends or with Friday — to survive on a deserted island.,38.46
68448,7 Wonders,2010,101574,7.69111,7.5835,2.318,137350,6607,4683358,569776,2087,2,7,3,7,4,5,30,30,53,27,10,/boardgame/68448/7-wonders,Draft cards to develop your ancient civilization and build its Wonder of the World.,35.99
279537,The Search for Planet X,2020,10674,7.985,7.56657,2.3725,19378,661,737583,42187,702,1,4,1,4,2,3,60,75,6,0,13,/boardgame/279537/search-planet-x,"Plan, scan, and theorize to find a new planet at the edge of our solar system.",54.95
264220,Tainted Grail: The Fall of Avalon,2019,11656,8.11401,7.56103,3.3378,23036,2613,2490783,54702,438,1,4,1,3,1,2,60,120,14,11,14,/boardgame/264220/tainted-grail-fall-avalon,"Exploration, combat, and diplomacy in a dark Arthurian realm.",152.08
93,El Grande,1995,27157,7.73293,7.55493,3.0334,25817,988,1880689,50294,354,2,5,3,5,5,5,60,120,4,6,12,/boardgame/93/el-grande,"Use your caballeros to control regions of medieval Spain, keeping clear of the King!",
236457,Architects of the West Kingdom,2018,27537,7.74634,7.54993,2.7505,37670,1694,1753318,95027,748,1,5,1,5,4,4,60,80,21,22,12,/boardgame/236457/architects-west-kingdom,Will you be a virtuous or nefarious servant of the king? Build your way to glory.,65.18
180263,The 7th Continent,2017,21763,7.84976,7.54582,2.8997,37087,3923,4555822,69165,208,1,4,1,3,1,2,5,1000,21,17,14,/boardgame/180263/7th-continent,Journey through a vibrant but deadly land to uncover the key to lifting your curse.,169.9
37111,Battlestar Galactica: The Board Game,2008,36070,7.73035,7.54375,3.2495,38760,3454,2828351,80816,173,3,6,4,6,5,5,120,180,13,4,14,/boardgame/37111/battlestar-galactica-board-game,How can the human race survive when you don't know who is actually human?,
225694,Decrypto,2018,20804,7.77219,7.53618,1.8094,33311,775,893092,69289,911,3,8,4,8,4,4,15,45,18,4,12,/boardgame/225694/decrypto,Decipher your opponents' code before they decipher yours. Don't get caught.,25.07
155821,Inis,2016,19002,7.82427,7.53585,2.8869,24918,1295,1853394,41356,345,2,4,2,4,4,4,60,90,7,1,14,/boardgame/155821/inis,Claim the crown through merit and wisdom in this Celtic island struggle.,59.85
122515,Keyflower,2012,22560,7.73103,7.53442,3.3423,25899,1092,1828060,59729,241,2,6,2,6,4,4,90,120,12,15,12,/boardgame/122515/keyflower,Compete in a unique auction system to build the most prosperous village.,35.99
170042,Raiders of the North Sea,2015,23064,7.7455,7.53,2.5505,29840,1610,1575273,71097,481,2,4,2,4,3,3,60,80,9,18,12,/boardgame/170042/raiders-north-sea,Gather your Viking crew in order to plunder seas and lands for glory!,
18602,Caylus,2005,28909,7.72118,7.52907,3.7978,28606,1288,2304336,67470,95,2,5,2,5,3,3,60,150,18,1,12,/boardgame/18602/caylus,Entrepreneurs pay workers & bribe an official to build a Château & gain royal favor.,
163068,Trickerion: Legends of Illusion,2015,10224,7.97369,7.52866,4.2521,14936,1052,1254984,22001,143,2,4,2,4,4,4,60,180,4,5,14,/boardgame/163068/trickerion-legends-illusion,Magicians perform dazzling tricks for money and fame in a Victorian steampunk world.,
40834,Dominion: Intrigue,2009,33278,7.69287,7.52449,2.4139,48355,1138,1198300,104626,138,2,6,2,4,3,3,30,30,8,40,13,/boardgame/40834/dominion-intrigue,"Enlist torturers, swindlers, and saboteurs to gain wealth and dominate the kingdom.",119.95
42,Tigris & Euphrates,1997,28254,7.70492,7.52339,3.5013,30957,1229,2349858,68769,237,2,4,2,4,4,4,90,90,5,1,12,/boardgame/42/tigris-euphrates,Keep your Mesopotamian civilisation in perfect balance through revolutions and wars.,
172386,Mombasa,2015,13054,7.8546,7.52314,3.8972,14676,534,1119792,27048,73,2,4,2,4,4,4,75,150,19,4,12,/boardgame/172386/mombasa,Acquire shares of unique companies and propagate their trading posts to rake in cash.,
203993,Lorenzo il Magnifico,2016,13339,7.85306,7.52094,3.2909,16166,651,1080697,39366,200,2,4,2,4,3,4,60,120,4,9,12,/boardgame/203993/lorenzo-il-magnifico,Avoid excommunication and lead your family to power during the Italian Renaissance.,
73439,Troyes,2010,22883,7.7182,7.51957,3.4608,26297,1276,1824469,70374,296,1,4,2,4,3,3,90,90,13,2,12,/boardgame/73439/troyes,"Defend the city and rise to power by influencing the merchants, knights and clergy.",
146021,Eldritch Horror,2013,35516,7.75621,7.51836,3.318,53284,4010,3984708,92495,489,1,8,1,6,4,4,120,240,5,8,14,/boardgame/146021/eldritch-horror,An unknown Ancient One approaches the world—and you must solve mysteries to stop it.,79.9
269385,The Lord of the Rings: Journeys in Middle-Earth,2019,15519,7.92673,7.51393,2.6469,27334,2087,2490814,94771,797,1,5,1,4,2,2,60,120,4,8,14,/boardgame/269385/lord-rings-journeys-middle-earth,"Heroes explore Middle-earth, working together to combat evil in an epic campaign.",105.49
256916,Concordia Venus,2018,5213,8.28806,7.50871,3.0194,9280,271,575056,13260,196,2,6,2,6,4,4,60,120,1,8,12,/boardgame/256916/concordia-venus,Merchants in the Roman Empire compete to amass the greatest amount of wealth.,51.51
12493,Twilight Imperium: Third Edition,2005,19186,7.79579,7.50668,4.2566,20731,2133,2634676,25532,19,3,6,4,6,6,6,180,240,2,2,14,/boardgame/12493/twilight-imperium-third-edition,"Epic empire-building game of interstellar conflict, trade, and struggle for power.",208.0
144733,Russian Railroads,2013,17606,7.73853,7.49822,3.404,16060,700,1169584,63943,146,2,4,2,4,4,4,120,120,17,5,13,/boardgame/144733/russian-railroads,"Acquire locomotives & industry, build track, and hire the best engineers in Russia.",
163412,Patchwork,2014,63004,7.60177,7.4967,1.6032,98559,2053,1879544,331530,2833,2,2,2,2,2,2,15,30,16,5,8,/boardgame/163412/patchwork,Piece together a quilt and leave no holes to become the button master.,26.99
102680,Trajan,2011,17315,7.7501,7.49156,3.6435,20384,982,1385200,48704,151,2,4,2,4,4,4,60,120,16,0,12,/boardgame/102680/trajan,Manage and rule all aspects of Ancient Rome with a clever action selection mancala.,31.99
310873,Carnegie,2022,7762,8.0385,7.4883,3.8249,10794,1077,906656,28340,580,1,4,1,4,3,4,90,120,14,1,12,/boardgame/310873/carnegie,Become the most influential entrepreneur and benefactor of your era!,47.7
205896,Rising Sun,2018,20508,7.78127,7.48582,3.2953,26153,1920,2802045,32320,151,3,5,3,5,4,5,90,120,10,10,14,/boardgame/205896/rising-sun,"Lead your clan to victory through negotiation, combat, monsters and favors from Kami.",103.7
218417,Aeon's End: War Eternal,2017,5446,8.28416,7.48272,2.9191,12118,416,441003,17980,146,1,4,1,4,2,2,60,60,3,20,14,/boardgame/218417/aeons-end-war-eternal,War Eternal is a standalone game compatible with the deck building game Aeon's End.,59.99
